publish_date,media_name,title,url,date,year,month,year_month,week,title_clean
2026-01-13,bostonglobe.com,"US carbon pollution rose in 2025. Experts blame cold winter, high natural gas prices, data centers.",https://www.bostonglobe.com/2026/01/13/business/united-states-carbon-pollution/,2026-01-13,2026,1,2026-01,2026-01-12/2026-01-18,"US carbon pollution rose in 2025. Experts blame cold winter, high natural gas prices, data centers."
2026-01-13,reuters.com,"Power, building sectors drive rise in US greenhouse gas emissions, report says",https://www.reuters.com/sustainability/cop/power-building-sectors-drive-rise-us-greenhouse-gas-emissions-report-says-2026-01-13/,2026-01-13,2026,1,2026-01,2026-01-12/2026-01-18,"Power, building sectors drive rise in US greenhouse gas emissions, report says"
2026-01-13,bloomberg.com,France Misses 2025 Target for Reducing Greenhouse Gas Emissions,https://www.bloomberg.com/news/articles/2026-01-13/france-misses-2025-target-for-reducing-greenhouse-gas-emissions,2026-01-13,2026,1,2026-01,2026-01-12/2026-01-18,France Misses 2025 Target for Reducing Greenhouse Gas Emissions
2026-01-12,sandiegouniontribune.com,Court says Trump administration illegally blocked $7.6B in clean energy grants to Democratic states,https://www.sandiegouniontribune.com/2026/01/12/trump-clean-energy/,2026-01-12,2026,1,2026-01,2026-01-12/2026-01-18,Court says Trump administration illegally blocked $7.6B in clean energy grants to Democratic states
2026-01-13,inquirer.com,Court says Trump admin illegally blocked billions in clean energy grants to Democratic states,https://www.inquirer.com/wires/ap/court-says-trump-admin-illegally-blocked-billions-clean-energy-grants-democratic-states-20260112.html,2026-01-13,2026,1,2026-01,2026-01-12/2026-01-18,Court says Trump admin illegally blocked billions in clean energy grants to Democratic states
2026-01-12,denverpost.com,Court says Trump administration illegally blocked $7.6B in clean energy grants to Democratic states,https://www.denverpost.com/2026/01/12/trump-clean-energy/,2026-01-12,2026,1,2026-01,2026-01-12/2026-01-18,Court says Trump administration illegally blocked $7.6B in clean energy grants to Democratic states
2026-01-12,twincities.com,Court says Trump administration illegally blocked $7.6B in clean energy grants to Democratic states,https://www.twincities.com/2026/01/12/trump-clean-energy/,2026-01-12,2026,1,2026-01,2026-01-12/2026-01-18,Court says Trump administration illegally blocked $7.6B in clean energy grants to Democratic states
2026-01-12,baltimoresun.com,Court says Trump administration illegally blocked $7.6B in clean energy grants to Democratic states,https://www.baltimoresun.com/2026/01/12/trump-clean-energy/,2026-01-12,2026,1,2026-01,2026-01-12/2026-01-18,Court says Trump administration illegally blocked $7.6B in clean energy grants to Democratic states
2026-01-12,sun-sentinel.com,Court says Trump administration illegally blocked $7.6B in clean energy grants to Democratic states,https://www.sun-sentinel.com/2026/01/12/trump-clean-energy/,2026-01-12,2026,1,2026-01,2026-01-12/2026-01-18,Court says Trump administration illegally blocked $7.6B in clean energy grants to Democratic states
2026-01-12,courant.com,CT cheers: Court says Trump administration illegally blocked $7.6B in clean energy grants,https://www.courant.com/2026/01/12/trump-clean-energy/,2026-01-12,2026,1,2026-01,2026-01-12/2026-01-18,CT cheers: Court says Trump administration illegally blocked $7.6B in clean energy grants
2026-01-12,pilotonline.com,Court says Trump administration illegally blocked $7.6B in clean energy grants to Democratic states,https://www.pilotonline.com/2026/01/12/trump-clean-energy/,2026-01-12,2026,1,2026-01,2026-01-12/2026-01-18,Court says Trump administration illegally blocked $7.6B in clean energy grants to Democratic states
2026-01-12,orlandosentinel.com,Court says Trump administration illegally blocked $7.6B in clean energy grants to Democratic states,https://www.orlandosentinel.com/2026/01/12/trump-clean-energy/,2026-01-12,2026,1,2026-01,2026-01-12/2026-01-18,Court says Trump administration illegally blocked $7.6B in clean energy grants to Democratic states
2026-01-12,ocregister.com,Court says Trump administration illegally blocked $7.6B in clean energy grants to Democratic states,https://www.ocregister.com/2026/01/12/trump-clean-energy/,2026-01-12,2026,1,2026-01,2026-01-12/2026-01-18,Court says Trump administration illegally blocked $7.6B in clean energy grants to Democratic states
2026-01-12,seattletimes.com,Court says Trump admin illegally blocked billions in clean energy grants to Democratic states,https://www.seattletimes.com/business/court-says-trump-administration-illegally-blocked-7-6b-in-clean-energy-grants-to-democratic-states/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,2026-01-12,2026,1,2026-01,2026-01-12/2026-01-18,Court says Trump admin illegally blocked billions in clean energy grants to Democratic states
2026-01-12,bloomberg.com,Yara May Drop US Project If Fertilizer Excluded From EU Carbon Levy,https://www.bloomberg.com/news/articles/2026-01-12/yara-may-drop-us-project-if-fertilizer-excluded-from-eu-carbon-levy,2026-01-12,2026,1,2026-01,2026-01-12/2026-01-18,Yara May Drop US Project If Fertilizer Excluded From EU Carbon Levy
2026-01-12,theguardian.com,‘It’s embarrassing’: riders say time is up for fossil fuel sponsorship of heat-affected Tour Down Under,https://www.theguardian.com/sport/2026/jan/12/cycling-extreme-heat-tour-down-under-fossil-fuel-sponsorship,2026-01-12,2026,1,2026-01,2026-01-12/2026-01-18,‘It’s embarrassing’: riders say time is up for fossil fuel sponsorship of heat-affected Tour Down Under
2026-01-12,theguardian.com,US plan to exploit Venezuela’s oil could eat up 13% of carbon budget to keep 1.5C limit,https://www.theguardian.com/environment/2026/jan/12/us-plan-to-exploit-venezuelas-oil-could-eat-up-13-of-carbon-budget-to-keep-15c-limit,2026-01-12,2026,1,2026-01,2026-01-12/2026-01-18,US plan to exploit Venezuela’s oil could eat up 13% of carbon budget to keep 1.5C limit
2026-01-12,cbsnews.com,"Brooklyn carbon monoxide incident sickens 12 people, FDNY says",https://www.cbsnews.com/newyork/video/brooklyn-carbon-monoxide-incident-sickens-12-people-fdny-says/,2026-01-12,2026,1,2026-01,2026-01-12/2026-01-18,"Brooklyn carbon monoxide incident sickens 12 people, FDNY says"
2026-01-12,theconversation.com,An Antarctic ‘polar thriller’ and a neurodivergent novel imagine a climate changed future,https://theconversation.com/an-antarctic-polar-thriller-and-a-neurodivergent-novel-imagine-a-climate-changed-future-271105,2026-01-12,2026,1,2026-01,2026-01-12/2026-01-18,An Antarctic ‘polar thriller’ and a neurodivergent novel imagine a climate changed future
2026-01-11,sandiegouniontribune.com,Clean Energy Alliance announces Solar Plus Business Program,https://www.sandiegouniontribune.com/2026/01/11/clean-energy-alliance-announces-solar-plus-business-program/,2026-01-11,2026,1,2026-01,2026-01-05/2026-01-11,Clean Energy Alliance announces Solar Plus Business Program
2026-01-11,theconversation.com,"Nigeria and South Africa plan to boost fossil fuel production, risking their climate change pledges",https://theconversation.com/nigeria-and-south-africa-plan-to-boost-fossil-fuel-production-risking-their-climate-change-pledges-267492,2026-01-11,2026,1,2026-01,2026-01-05/2026-01-11,"Nigeria and South Africa plan to boost fossil fuel production, risking their climate change pledges"
2026-01-10,pilotonline.com,Column: Virginia’s future depends on clean energy solutions,https://www.pilotonline.com/2026/01/10/column-virginias-future-depends-on-clean-energy-solutions/,2026-01-10,2026,1,2026-01,2026-01-05/2026-01-11,Column: Virginia’s future depends on clean energy solutions
2026-01-10,foxnews.com,Whitney Cummings calls out liberal hypocrisy on climate change and vaccine mandates,https://www.foxnews.com/entertainment/whitney-cummings-calls-out-liberal-hypocrisy-climate-change-vaccine-mandates,2026-01-10,2026,1,2026-01,2026-01-05/2026-01-11,Whitney Cummings calls out liberal hypocrisy on climate change and vaccine mandates
2026-01-10,berkshireeagle.com,Why Berkshire County’s coldest December in 15 years doesn’t contradict climate change,https://www.berkshireeagle.com/news/central_berkshires/berkshire-county-coldest-december-climate-change/article_3a9a1c29-99ef-477f-90eb-2a87babdb63f.html,2026-01-10,2026,1,2026-01,2026-01-05/2026-01-11,Why Berkshire County’s coldest December in 15 years doesn’t contradict climate change
2026-01-10,theguardian.com,Australia’s Cop31 chief negotiator plans to lobby petrostates on fossil fuel phaseout,https://www.theguardian.com/environment/2026/jan/11/australia-cop31-chris-bowen-fossil-fuel-phaseout,2026-01-10,2026,1,2026-01,2026-01-05/2026-01-11,Australia’s Cop31 chief negotiator plans to lobby petrostates on fossil fuel phaseout
2026-01-10,bostonglobe.com,We can’t just burn carbon now and suck it out of the atmosphere later,https://www.bostonglobe.com/2026/01/10/opinion/climate-change-carbon-dioxide-removal/,2026-01-10,2026,1,2026-01,2026-01-05/2026-01-11,We can’t just burn carbon now and suck it out of the atmosphere later
2026-01-10,theguardian.com,"World’s richest 1% have already used fair share of emissions for 2026, says Oxfam",https://www.theguardian.com/environment/2026/jan/10/world-richest-used-fair-share-emissions-2026-oxfam,2026-01-10,2026,1,2026-01,2026-01-05/2026-01-11,"World’s richest 1% have already used fair share of emissions for 2026, says Oxfam"
2026-01-09,livescience.com,China's 'artificial sun' reactor shatters major fusion limit — a step closer to near-limitless clean energy.,https://www.livescience.com/planet-earth/nuclear-energy/chinas-artificial-sun-reactor-shatters-major-fusion-limit-a-step-closer-to-near-limitless-clean-energy,2026-01-09,2026,1,2026-01,2026-01-05/2026-01-11,China's 'artificial sun' reactor shatters major fusion limit — a step closer to near-limitless clean energy.
2026-01-09,theguardian.com,‘Damage is piling up’: has the Netherlands forgotten how to cope with snow?,https://www.theguardian.com/world/2026/jan/09/climate-netherlands-snow-dutch-transport-infrastructure-chaos,2026-01-09,2026,1,2026-01,2026-01-05/2026-01-11,‘Damage is piling up’: has the Netherlands forgotten how to cope with snow?
2026-01-09,hollywoodreporter.com,Climate Change Animation ‘Black Butterflies’ Has Conquered Spain and Latin America — Now It Hopes to Take Flight in the U.S.,https://www.hollywoodreporter.com/movies/movie-features/animation-black-butterflies-spain-david-baute-ruben-blades-1236467318/,2026-01-09,2026,1,2026-01,2026-01-05/2026-01-11,Climate Change Animation ‘Black Butterflies’ Has Conquered Spain and Latin America — Now It Hopes to Take Flight in the U.S.
2026-01-09,augustachronicle.com,"Climate change has reshaped shopping and purchasing a car, experts say",https://www.augustachronicle.com/story/news/environment/2026/01/09/climate-change-has-reshaped-shopping-and-purchasing-a-car-experts-say/88087552007/,2026-01-09,2026,1,2026-01,2026-01-05/2026-01-11,"Climate change has reshaped shopping and purchasing a car, experts say"
2026-01-08,chicagotribune.com,Gov. JB Pritzker signs sweeping Illinois energy law boosting batteries and renewables that GOP opposed,https://www.chicagotribune.com/2026/01/08/pritzker-signs-new-illinois-energy-law/,2026-01-08,2026,1,2026-01,2026-01-05/2026-01-11,Gov. JB Pritzker signs sweeping Illinois energy law boosting batteries and renewables that GOP opposed
2026-01-08,bloomberg.com,New US Dietary Guidelines Are Heavy on Meat and Carbon Emissions,https://www.bloomberg.com/news/articles/2026-01-08/new-us-dietary-guidelines-are-heavy-on-meat-and-carbon-emissions,2026-01-08,2026,1,2026-01,2026-01-05/2026-01-11,New US Dietary Guidelines Are Heavy on Meat and Carbon Emissions
2026-01-08,benzinga.com,ClarkDietrich launches industry-first embodied carbon calculator for steel framing,https://www.benzinga.com/pressreleases/26/01/n49798750/clarkdietrich-launches-industry-first-embodied-carbon-calculator-for-steel-framing?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel,2026-01-08,2026,1,2026-01,2026-01-05/2026-01-11,ClarkDietrich launches industry-first embodied carbon calculator for steel framing
2026-01-08,fortune.com,"Google billionaire Larry Page copies the Jeff Bezos playbook, buying a $173 million Miami compound that will save him millions in taxes",https://fortune.com/2026/01/08/google-billionaire-larry-page-moves-to-florida-wealth-tax-jeff-bezos-playbook/,2026-01-08,2026,1,2026-01,2026-01-05/2026-01-11,"Google billionaire Larry Page copies the Jeff Bezos playbook, buying a $173 million Miami compound that will save him millions in taxes"
2026-01-08,latimes.com,"Letters to the Editor: If affordability is your concern, you should be worried about climate change",https://www.latimes.com/opinion/letters-to-the-editor/story/2026-01-08/climate-change-affordability-heat,2026-01-08,2026,1,2026-01,2026-01-05/2026-01-11,"Letters to the Editor: If affordability is your concern, you should be worried about climate change"
2026-01-08,cnn.com,"Trump wants to own Venezuela’s oil, but its largest oil customer is speeding toward clean energy",https://www.cnn.com/2026/01/08/climate/china-venezuela-oil-demand-electric-vehicles,2026-01-08,2026,1,2026-01,2026-01-05/2026-01-11,"Trump wants to own Venezuela’s oil, but its largest oil customer is speeding toward clean energy"
2026-01-08,bloomberg.com,Progress Amid Fragmentation: Energy Transition to 2030,https://www.bloomberg.com/news/audio/2026-01-08/progress-amid-fragmentation-energy-transition-to-2030-podcast,2026-01-08,2026,1,2026-01,2026-01-05/2026-01-11,Progress Amid Fragmentation: Energy Transition to 2030
2026-01-08,orlandosentinel.com,Commentary: Florida utilities must prepare for climate change,https://www.orlandosentinel.com/2026/01/08/commentary-florida-utilities-must-prepare-for-climate-change/,2026-01-08,2026,1,2026-01,2026-01-05/2026-01-11,Commentary: Florida utilities must prepare for climate change
2026-01-08,theguardian.com,"Dog food accounts for 1% of UK greenhouse gas emissions, study finds",https://www.theguardian.com/lifeandstyle/2026/jan/08/dog-food-accounts-for-1-of-uk-greenhouse-gas-emissions-study-finds,2026-01-08,2026,1,2026-01,2026-01-05/2026-01-11,"Dog food accounts for 1% of UK greenhouse gas emissions, study finds"
2026-01-08,bostonglobe.com,We can’t ‘stop’ climate change. But we can stop it short.,https://www.bostonglobe.com/2026/01/08/opinion/bill-mckibben-climate-wind-solar/,2026-01-08,2026,1,2026-01,2026-01-05/2026-01-11,We can’t ‘stop’ climate change. But we can stop it short.
2026-01-08,bloomberg.com,Sheldon Whitehouse on How to Confront ‘Fossil Fuel Monsters’ in the US,https://www.bloomberg.com/news/articles/2026-01-08/sheldon-whitehouse-on-how-to-confront-fossil-fuel-monsters-in-the-us,2026-01-08,2026,1,2026-01,2026-01-05/2026-01-11,Sheldon Whitehouse on How to Confront ‘Fossil Fuel Monsters’ in the US
2026-01-07,bloomberg.com,Indian Activist Investigated Over Anti-Fossil Fuels Campaign,https://www.bloomberg.com/news/articles/2026-01-07/indian-climate-activist-investigated-for-receiving-foreign-funds,2026-01-07,2026,1,2026-01,2026-01-05/2026-01-11,Indian Activist Investigated Over Anti-Fossil Fuels Campaign
2026-01-07,cbsnews.com,"U.S. to withdraw from 66 international organizations, including ones focused on climate change, White House says",https://www.cbsnews.com/news/u-s-to-withdraw-from-66-international-organizations-white-house-says/,2026-01-07,2026,1,2026-01,2026-01-05/2026-01-11,"U.S. to withdraw from 66 international organizations, including ones focused on climate change, White House says"
2026-01-07,dailycaller.com,Trump Admin Withdrawing From 'Anti-American' Global Climate Change Regimes,https://dailycaller.com/2026/01/07/trump-admin-withdrawing-from-anti-american-global-climate-change-regimes/,2026-01-07,2026,1,2026-01,2026-01-05/2026-01-11,Trump Admin Withdrawing From 'Anti-American' Global Climate Change Regimes
2026-01-07,dailycaller.com,EXCLUSIVE: Trumps Pulls US Out Of Notoriously 'Alarmist' Global Climate Change Panel,https://dailycaller.com/2026/01/07/exclusive-trump-pulls-us-out-of-notoriously-alarmist-un-climate-change-panel/,2026-01-07,2026,1,2026-01,2026-01-05/2026-01-11,EXCLUSIVE: Trumps Pulls US Out Of Notoriously 'Alarmist' Global Climate Change Panel
2026-01-07,reuters.com,India arrests environmental activist for anti-fossil fuel work,https://www.reuters.com/sustainability/cop/india-arrests-environmental-activist-anti-fossil-fuel-work-2026-01-07/,2026-01-07,2026,1,2026-01,2026-01-05/2026-01-11,India arrests environmental activist for anti-fossil fuel work
2026-01-07,theguardian.com,Indian police raid home of environmental activists over anti-fossil fuel campaign,https://www.theguardian.com/world/2026/jan/07/indian-police-raid-home-of-environmental-activists-over-anti-fossil-fuel-campaign,2026-01-07,2026,1,2026-01,2026-01-05/2026-01-11,Indian police raid home of environmental activists over anti-fossil fuel campaign
2026-01-07,theguardian.com,Revealed: how aviation emissions could be halved without cutting journeys,https://www.theguardian.com/environment/2026/jan/07/aviation-emissions-halved-flights-efficiently-study,2026-01-07,2026,1,2026-01,2026-01-05/2026-01-11,Revealed: how aviation emissions could be halved without cutting journeys
2026-01-07,bloomberg.com,Zero: Confronting ‘Fossil Fuel Monsters’ in the US,https://www.bloomberg.com/news/audio/2026-01-07/zero-confronting-fossil-fuel-monsters-in-the-us-podcast,2026-01-07,2026,1,2026-01,2026-01-05/2026-01-11,Zero: Confronting ‘Fossil Fuel Monsters’ in the US
2026-01-07,syracuse.com,"Climate change doesn’t care about our politics, but we all care about our children (Guest Opinion)",https://www.syracuse.com/opinion/2026/01/climate-change-doesnt-care-about-our-politics-but-we-all-care-about-our-children-guest-opinion.html,2026-01-07,2026,1,2026-01,2026-01-05/2026-01-11,"Climate change doesn’t care about our politics, but we all care about our children (Guest Opinion)"
2026-01-07,reuters.com,"France, Italy push to exempt fertilisers from EU carbon border levy",https://www.reuters.com/sustainability/climate-energy/france-italy-push-exempt-fertilisers-eu-carbon-border-levy-2026-01-07/,2026-01-07,2026,1,2026-01,2026-01-05/2026-01-11,"France, Italy push to exempt fertilisers from EU carbon border levy"
2026-01-07,reuters.com,"France mounts bid to exempt fertilisers from EU carbon border levy, document shows",https://www.reuters.com/sustainability/climate-energy/france-mounts-bid-exempt-fertilisers-eu-carbon-border-levy-document-shows-2026-01-07/,2026-01-07,2026,1,2026-01,2026-01-05/2026-01-11,"France mounts bid to exempt fertilisers from EU carbon border levy, document shows"
2026-01-07,theconversation.com,Where will the next megafire break out? Climate change is making it tougher to predict,https://theconversation.com/where-will-the-next-megafire-break-out-climate-change-is-making-it-tougher-to-predict-272807,2026-01-07,2026,1,2026-01,2026-01-05/2026-01-11,Where will the next megafire break out? Climate change is making it tougher to predict
2026-01-07,reuters.com,German emissions fell only modestly in 2025 due to buildings and transport,https://www.reuters.com/sustainability/climate-energy/german-emissions-fell-only-modestly-2025-due-buildings-transport-2026-01-07/,2026-01-07,2026,1,2026-01,2026-01-05/2026-01-11,German emissions fell only modestly in 2025 due to buildings and transport
2026-01-06,azcentral.com,See timeline of events in struggle over proposed Arizona copper mine,https://www.azcentral.com/story/news/local/arizona/2026/01/06/see-timeline-of-events-in-struggle-over-proposed-arizona-copper-mine-oak-flat/87623676007/,2026-01-06,2026,1,2026-01,2026-01-05/2026-01-11,See timeline of events in struggle over proposed Arizona copper mine
2026-01-06,theguardian.com,Trump officials sue California cities over laws to restrict fossil fuels,https://www.theguardian.com/us-news/2026/jan/05/trump-officials-sue-california-cities,2026-01-06,2026,1,2026-01,2026-01-05/2026-01-11,Trump officials sue California cities over laws to restrict fossil fuels
2026-01-06,theconversation.com,The battle over a global energy transition is on between petro-states and electro-states – here’s what to watch for in 2026,https://theconversation.com/the-battle-over-a-global-energy-transition-is-on-between-petro-states-and-electro-states-heres-what-to-watch-for-in-2026-272205,2026-01-06,2026,1,2026-01,2026-01-05/2026-01-11,The battle over a global energy transition is on between petro-states and electro-states – here’s what to watch for in 2026
2026-01-06,augustachronicle.com,Symptoms of climate change is severely impacting the road to homeownership,https://www.augustachronicle.com/story/news/environment/2026/01/06/symptoms-of-climate-change-is-severely-impacting-the-road-to-homeownership-in-georgia/88032665007/,2026-01-06,2026,1,2026-01,2026-01-05/2026-01-11,Symptoms of climate change is severely impacting the road to homeownership
2026-01-05,sandiegouniontribune.com,Time to end leaders’ ‘nonsense’ in response to climate change,https://www.sandiegouniontribune.com/2026/01/05/time-to-end-leaders-nonsense-in-response-to-climate-change/,2026-01-05,2026,1,2026-01,2026-01-05/2026-01-11,Time to end leaders’ ‘nonsense’ in response to climate change
2026-01-05,syracuse.com,We can’t afford to say ‘not in my backyard’ to renewable energy (Your Letters),https://www.syracuse.com/opinion/2026/01/we-can-no-longer-afford-to-say-not-in-my-backyard-to-renewable-energy-your-letters.html,2026-01-05,2026,1,2026-01,2026-01-05/2026-01-11,We can’t afford to say ‘not in my backyard’ to renewable energy (Your Letters)
2026-01-04,twincities.com,How Trump’s first year reshaped U.S. energy and climate policy,https://www.twincities.com/2026/01/04/how-trumps-first-year-reshaped-u-s-energy-and-climate-policy-2/,2026-01-04,2026,1,2026-01,2025-12-29/2026-01-04,How Trump’s first year reshaped U.S. energy and climate policy
2026-01-05,variety.com,"Dionne Warwick, Saweetie and Mya Team Up on New Version of Diane Warren’s ‘One Heart’ for Climate Change Awareness",https://variety.com/2026/film/news/dionne-warwick-saweetie-climate-change-awareness-1236623693/,2026-01-05,2026,1,2026-01,2026-01-05/2026-01-11,"Dionne Warwick, Saweetie and Mya Team Up on New Version of Diane Warren’s ‘One Heart’ for Climate Change Awareness"
2026-01-03,pilotonline.com,"Column: Permitting reform can ensure affordable, reliable and clean energy",https://www.pilotonline.com/2026/01/03/column-permitting-reform-can-ensure-affordable-reliable-and-clean-energy/,2026-01-03,2026,1,2026-01,2025-12-29/2026-01-04,"Column: Permitting reform can ensure affordable, reliable and clean energy"
2026-01-03,huffpost.com,Democrats Are Talking About Climate Change Differently. Here’s Why.,https://www.huffpost.com/entry/climate-change-democrats_n_6951d898e4b09ad1da4c6295,2026-01-03,2026,1,2026-01,2025-12-29/2026-01-04,Democrats Are Talking About Climate Change Differently. Here’s Why.
2026-01-03,bostonglobe.com,Why is it so cold? Some researchers say there may be a surprising culprit: climate change.,https://www.bostonglobe.com/2026/01/03/science/new-england-cold-climate-change/,2026-01-03,2026,1,2026-01,2025-12-29/2026-01-04,Why is it so cold? Some researchers say there may be a surprising culprit: climate change.
2026-01-03,mlive.com,"Holiday Mathis horoscopes for Jan. 03, 2026",https://www.mlive.com/advice/2026/01/daily-horoscopes-for-january-03-2026.html,2026-01-03,2026,1,2026-01,2025-12-29/2026-01-04,"Holiday Mathis horoscopes for Jan. 03, 2026"
2026-01-02,bloomberg.com,Banks Notch Higher Fees From Green Bonds Than Fossil Fuel Debt,https://www.bloomberg.com/news/articles/2026-01-02/banks-notch-higher-fees-from-green-bonds-than-fossil-fuel-debt,2026-01-02,2026,1,2026-01,2025-12-29/2026-01-04,Banks Notch Higher Fees From Green Bonds Than Fossil Fuel Debt
2026-01-02,theguardian.com,"Cop30, Trump and the fragile future of climate cooperation",https://www.theguardian.com/environment/2026/jan/01/cop30-trump-and-the-fragile-future-of-climate-cooperation,2026-01-02,2026,1,2026-01,2025-12-29/2026-01-04,"Cop30, Trump and the fragile future of climate cooperation"
2026-01-01,seattletimes.com,Carbon-market loophole among WA lawmakers’ targets in 2026,https://www.seattletimes.com/seattle-news/climate-lab/carbon-market-loophole-among-wa-lawmakers-targets-in-2026/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,2026-01-01,2026,1,2026-01,2025-12-29/2026-01-04,Carbon-market loophole among WA lawmakers’ targets in 2026
2026-01-01,theguardian.com,From rent to utility bills: the politicians and advocates making climate policy part of the affordability agenda,https://www.theguardian.com/us-news/2026/jan/01/affordability-climate-utility-bills-rent,2026-01-01,2026,1,2026-01,2025-12-29/2026-01-04,From rent to utility bills: the politicians and advocates making climate policy part of the affordability agenda
2026-01-01,theguardian.com,EU’s new ‘green tariff’ rules on high-carbon goods come into force,https://www.theguardian.com/environment/2026/jan/01/eus-new-green-tariff-rules-on-high-carbon-goods-come-into-force,2026-01-01,2026,1,2026-01,2025-12-29/2026-01-04,EU’s new ‘green tariff’ rules on high-carbon goods come into force
2026-01-01,nypost.com,January 2026 horoscopes for every zodiac sign,https://nypost.com/2026/01/01/astrology/january-2026-horoscopes-for-every-zodiac-sign/,2026-01-01,2026,1,2026-01,2025-12-29/2026-01-04,January 2026 horoscopes for every zodiac sign
2026-01-01,newsday.com,Federal ruling blocks Hawaii's climate change tourist tax on cruise ships,https://www.newsday.com/news/nation/hawaii-tourist-tax-cruises-climate-change-w48091,2026-01-01,2026,1,2026-01,2025-12-29/2026-01-04,Federal ruling blocks Hawaii's climate change tourist tax on cruise ships
2025-12-31,seattletimes.com,Federal ruling blocks Hawaii’s climate change tourist tax on cruise ships,https://www.seattletimes.com/nation-world/nation/federal-ruling-blocks-hawaiis-climate-change-tourist-tax-on-cruise-ships/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,2025-12-31,2025,12,2025-12,2025-12-29/2026-01-04,Federal ruling blocks Hawaii’s climate change tourist tax on cruise ships
2026-01-01,abcnews.go.com,Federal ruling blocks Hawaii's climate change tourist tax on cruise ships,https://abcnews.go.com/US/wireStory/federal-ruling-blocks-hawaiis-climate-change-tourist-tax-128823291,2026-01-01,2026,1,2026-01,2025-12-29/2026-01-04,Federal ruling blocks Hawaii's climate change tourist tax on cruise ships
2026-01-01,inquirer.com,Federal ruling blocks Hawaii's climate change tourist tax on cruise ships,https://www.inquirer.com/wires/ap/federal-ruling-blocks-hawaiis-climate-change-tourist-tax-cruise-ships-20251231.html,2026-01-01,2026,1,2026-01,2025-12-29/2026-01-04,Federal ruling blocks Hawaii's climate change tourist tax on cruise ships
2025-12-31,cbsnews.com,Federal appeals court blocks Hawaii's climate change tourist tax on cruise ships,https://www.cbsnews.com/news/federal-appeals-court-blocks-hawaii-climate-change-tourist-tax-cruise-ships/,2025-12-31,2025,12,2025-12,2025-12-29/2026-01-04,Federal appeals court blocks Hawaii's climate change tourist tax on cruise ships
2025-12-31,benzinga.com,"Best Compression Socks for 2026: Consumer Analysis Examines CopperZen as Nurses, Office Workers, and Travelers Evaluate Graduated Compression Options",https://www.benzinga.com/pressreleases/25/12/g49658663/best-compression-socks-for-2026-consumer-analysis-examines-copperzen-as-nurses-office-workers-and-?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel,2025-12-31,2025,12,2025-12,2025-12-29/2026-01-04,"Best Compression Socks for 2026: Consumer Analysis Examines CopperZen as Nurses, Office Workers, and Travelers Evaluate Graduated Compression Options"
2025-12-31,bostonglobe.com,"‘My son knows that I am a writer and I write about our planet,’ Tatiana Schlossberg tackled climate change in her own words",https://www.bostonglobe.com/2025/12/31/nation/tatiana-schlossberg-climate-reporter/,2025-12-31,2025,12,2025-12,2025-12-29/2026-01-04,"‘My son knows that I am a writer and I write about our planet,’ Tatiana Schlossberg tackled climate change in her own words"
2025-12-31,theconversation.com,"Cabinet papers 2005: WorkChoices, Afghanistan and climate change take centre stage",https://theconversation.com/cabinet-papers-2005-workchoices-afghanistan-and-climate-change-take-centre-stage-271205,2025-12-31,2025,12,2025-12,2025-12-29/2026-01-04,"Cabinet papers 2005: WorkChoices, Afghanistan and climate change take centre stage"
2025-12-30,cbsnews.com,"2025 was so hot it pushed Earth past critical climate change mark, scientists say",https://www.cbsnews.com/colorado/news/climate-change-2025-critical-mark-eclipsed/,2025-12-30,2025,12,2025-12,2025-12-29/2026-01-04,"2025 was so hot it pushed Earth past critical climate change mark, scientists say"
2025-12-31,theguardian.com,Cabinet papers reveal Alexander Downer warned of dire climate change outcomes in 2005,https://www.theguardian.com/australia-news/2026/jan/01/cabinet-papers-reveal-alexander-downer-warned-of-dire-climate-change-outcomes-in-2005,2025-12-31,2025,12,2025-12,2025-12-29/2026-01-04,Cabinet papers reveal Alexander Downer warned of dire climate change outcomes in 2005
2025-12-31,benzinga.com,REI Co-op accelerates climate action through new renewable energy projects and more sustainable materials,https://www.benzinga.com/pressreleases/25/12/n49651688/rei-co-op-accelerates-climate-action-through-new-renewable-energy-projects-and-more-sustainable-ma?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel,2025-12-31,2025,12,2025-12,2025-12-29/2026-01-04,REI Co-op accelerates climate action through new renewable energy projects and more sustainable materials
2025-12-31,jsonline.com,"UW study explores link between climate change, asthma in MPS kids",https://www.jsonline.com/story/news/health/2025/12/31/uw-study-explores-link-between-climate-change-asthma-in-mps-kids/87884287007/,2025-12-31,2025,12,2025-12,2025-12-29/2026-01-04,"UW study explores link between climate change, asthma in MPS kids"
